attraction,url,summary,image
Hana,"https://en.wikipedia.org/wiki/Hana,_Hawaii","Hāna is a census-designated place (CDP) in Maui County, Hawaii, United States. The population was 1,235 at the 2010 census. Hana is located at the eastern end of the island of Maui and is one of the most isolated communities in the state. It is reached mainly via the Hana Highway, a long, winding, 52-mile-long (84 km) highway along Maui's northern shore.",https://upload.wikimedia.org/wikipedia/commons/f/f6/Charles_W_Bartlett%27s_watercolor_and_ink_%27Hana_Maui_Coast%27%2C_1920.jpg
Madison Square Garden,https://en.wikipedia.org/wiki/Madison_Square_Garden,"Madison Square Garden, often called ""MSG"" or simply ""The Garden"", is a multi-purpose indoor arena in the New York City borough of Manhattan. Located in Midtown Manhattan between 7th and 8th Avenues from 31st to 33rd Streets, it is situated atop Pennsylvania Station. It is the fourth venue to bear the name ""Madison Square Garden""; the first two (1879 and 1890) were located on Madison Square, on East 26th Street and Madison Avenue, with the third Madison Square Garden (1925) further uptown at Eighth Avenue and 50th Street.
The Garden is used for professional basketball and ice hockey, as well as boxing, concerts, ice shows, circuses, professional wrestling and other forms of sports and entertainment. It is close to other midtown Manhattan landmarks, including the Empire State Building, Koreatown, and Macy's at Herald Square. It is home to the New York Rangers of the National Hockey League (NHL), the New York Knicks of the National Basketball Association (NBA), and was home to the New York Liberty (WNBA) from 1997 to 2017.
The Garden opened on February 11, 1968, and is the oldest major sporting facility in the New York metropolitan area. It is the oldest arena in the National Hockey League and the second-oldest arena in the National Basketball Association. In 2016, MSG was the second-busiest music arena in the world in terms of ticket sales, behind The O2 Arena in London. Including two major renovations, its total construction cost is approximately $1.1 billion, and it has been ranked as one of the 10 most expensive stadium venues ever built. It is part of the Pennsylvania Plaza office and retail complex, named for the railroad station. Several other operating entities related to the Garden share its name.",https://upload.wikimedia.org/wikipedia/commons/2/29/2014BigEastTourney_04.JPG
"""Crater Lake, Oregon""",https://en.wikipedia.org/wiki/Crater_Lake,"Crater Lake (Klamath: giiwas) is a caldera lake in south-central Oregon in the western United States. It is the main feature of Crater Lake National Park and is famous for its deep blue color and water clarity. The lake partly fills a nearly 2,148-foot (655 m)-deep caldera that was formed around 7,700 (± 150) years ago by the collapse of the volcano Mount Mazama. There are no rivers flowing into or out of the lake; the evaporation is compensated for by rain and snowfall at a rate such that the total amount of water is replaced every 250 years. With a depth of 1,949 feet (594 m), the lake is the deepest in the United States. In the world, it ranks ninth for maximum depth, and third for mean (average) depth.
Crater Lake is also known for the ""Old Man of the Lake"", a full-sized tree which is now a log that has been bobbing vertically in the lake for over a century. The low temperature of the water has slowed the decomposition of the wood, hence its longevity.
Crater Lake features two small islands. Wizard Island, located near the western shore of the lake, is a cinder cone approximately 316 acres (128 ha) in size. Phantom Ship, a natural rock pillar, is located near the southern shore.
While having no indigenous fish population, the lake was stocked from 1888 to 1941 with a variety of fish. Since then, several species have formed self-sustaining populations. Since 2002, one of the state's regular-issue license plate designs has featured Crater Lake. The commemorative Oregon State Quarter, which was released by the United States Mint in 2005, features an image of Crater Lake on its reverse.",https://upload.wikimedia.org/wikipedia/commons/8/83/Crater_Lake_Panorama%2C_Aug_2013.jpg
Dakota Building,https://en.wikipedia.org/wiki/The_Dakota,"The Dakota, also known as Dakota Apartments, is a cooperative apartment building located on the northwest corner of 72nd Street and Central Park West in the Upper West Side of Manhattan in New York City, United States. It was built in 1884 and is considered to be one of Manhattan's most prestigious and exclusive cooperative residential buildings.
The Dakota is famous as the home of former Beatle John Lennon from 1973 to his murder in the archway of the building in 1980.

",https://upload.wikimedia.org/wikipedia/commons/6/6f/1_West_72nd_Street_%28The_Dakota%29_entrance_by_David_Shankbone.jpg
Fairmount Park,https://en.wikipedia.org/wiki/Fairmount_Park,"Fairmount Park is the largest municipal park in Philadelphia, Pennsylvania and the historic name for a group of parks located throughout the city. Fairmount Park consists of two park sections named East Park and West Park, divided by the Schuylkill River, with the two sections together totalling 2,052 acres (830 ha). Management of Fairmount Park and the entire citywide park system is overseen by Philadelphia Parks & Recreation, a city department created in 2010 from the merger of the Fairmount Park Commission and the Department of Recreation.
Many other city parks had also been historically included in the Fairmount Park system prior to 2010, including Wissahickon Valley Park in Northwest Philadelphia, Pennypack Park in Northeast Philadelphia, Cobbs Creek Park in West Philadelphia, Franklin Delano Roosevelt Park in South Philadelphia and 58 additional parks, parkways, plazas, squares and public golf courses spread throughout the city. Since the 2010 merger, however, the term ""Fairmount Park system"" is no longer used by the Parks & Recreation department, and the adjacent Wissahickon Valley Park and all other park areas are considered completely separate entities.",https://upload.wikimedia.org/wikipedia/commons/b/bb/Detroit_Photographic_Company_%280757%29.jpg
Wailea Beach,"https://en.wikipedia.org/wiki/Wailea,_Hawaii","Wailea is a census-designated place (CDP) in Maui County, Hawaiʻi, United States. As of the 2010 census, it had a population of 5,938. Prior to 2010, the area was part of the Wailea-Makena census-designated place. The community was developed in 1971 by a partnership of Alexander & Baldwin and Northwestern Mutual.",https://upload.wikimedia.org/wikipedia/commons/7/75/Map_of_Hawaii_highlighting_Maui_County.svg
Mono Lake,https://en.wikipedia.org/wiki/Mono_Lake,"Mono Lake ( MOH-noh) is a large, shallow saline soda lake in Mono County, California, formed at least 760,000 years ago as a terminal lake in an endorheic basin. The lack of an outlet causes high levels of salts to accumulate in the lake. These salts also make the lake water alkaline.
This desert lake has an unusually productive ecosystem based on brine shrimp that thrive in its waters, and provides critical nesting habitat for two million annual migratory birds that feed on the shrimp and blackflies (that also feed on the shrimp). Historically, the native Kutzadika'a people derived nutrition from the Ephydra hians pupae, which live in the shallow waters around the edge of the lake having been hatched from the eggs of adult alkali flies.
When the city of Los Angeles diverted water from the freshwater streams flowing into the lake, it lowered the lake level, which imperiled the migratory birds. The Mono Lake Committee formed in response and won a legal battle that forced Los Angeles to partially replenish the lake level.",https://upload.wikimedia.org/wikipedia/commons/c/cc/Artemia_monica.jpg
Washington Monument,https://en.wikipedia.org/wiki/Washington_Monument,"The Washington Monument is an obelisk on the National Mall in Washington, D.C., built to commemorate George Washington, once commander-in-chief of the Continental Army and the first President of the United States. Located almost due east of the Reflecting Pool and the Lincoln Memorial, the monument, made of marble, granite, and bluestone gneiss, is both the world's tallest stone structure and the world's tallest obelisk, standing 554 feet 7 11⁄32 inches (169.046 m) tall according to the National Geodetic Survey (measured 2013–14) or 555 feet 5 1⁄8 inches (169.294 m) tall according to the National Park Service (measured 1884). It is the tallest monumental column in the world if all are measured above their pedestrian entrances. It was the tallest structure in the world from 1884 to 1889.
Construction of the monument began in 1848, and was halted from 1854 to 1877 due to a lack of funds, a struggle for control over the Washington National Monument Society, and the intervention of the American Civil War. Although the stone structure was completed in 1884, internal ironwork, the knoll, and other finishing touches were not completed until 1888. A difference in shading of the marble, visible approximately 150 feet (46 m) or 27% up, shows where construction was halted and later resumed with marble from a different source. The original design was by Robert Mills, but he did not include his proposed colonnade due to a lack of funds, proceeding only with a bare obelisk. The cornerstone was laid on July 4, 1848; the first stone was laid atop the unfinished stump on August 7, 1880; the capstone was set on December 6, 1884; the completed monument was dedicated on February 21, 1885; and officially opened October 9, 1888.
The Washington Monument is a hollow Egyptian style stone obelisk with a 500-foot (152.4 m) tall column and a 55-foot (16.8 m) tall pyramidion. Its walls are 15 feet (4.6 m) thick at its base and 1 1⁄2 feet (0.46 m) thick at their top. The marble pyramidion has thin walls only 7 inches (18 cm) thick supported by six arches, two between opposite walls that cross at the center of the pyramidion and four smaller corner arches. The top of the pyramidion is a large marble capstone with a small aluminum pyramid at its apex with inscriptions on all four sides. The lowest 150 feet (45.7 m) of the walls, constructed during the first phase 1848–1854, are composed of a pile of bluestone gneiss rubble stones (not finished stones) held together by a large amount of mortar with a facade of semi-finished marble stones about 1 1⁄4 feet (0.4 m) thick. The upper 350 feet (106.7 m) of the walls, constructed during the second phase 1880–1884, are composed of finished marble surface stones, half of which project into the walls, partially backed by finished granite stones.
The interior is occupied by iron stairs that spiral up the walls, with an elevator in the center, each supported by four iron columns, which do not support the stone structure. The stairs contain fifty sections, most on the north and south walls, with many long landings stretching between them along the east and west walls. These landings allowed many inscribed memorial stones of various materials and sizes to be easily viewed while the stairs were accessible (until 1976), plus one memorial stone between stairs that is difficult to view. The pyramidion has eight observation windows, two per side, and eight red aircraft warning lights, two per side. Two aluminum lightning rods connected via the elevator support columns to ground water protect the monument. The monument's present foundation is 37 feet (11.3 m) thick, consisting of half of its original bluestone gneiss rubble encased in concrete. At the northeast corner of the foundation, 21 feet (6.4 m) below ground, is the marble cornerstone, including a zinc case filled with memorabilia. Fifty American flags fly 24 hours a day on a large circle of flag poles centered on the monument. In 2001, a temporary screening facility was added to the entrance to prevent a terrorist attack. In 2011, an earthquake slightly damaged the monument, mostly the pyramidion.",https://upload.wikimedia.org/wikipedia/commons/3/35/Aluminum_apex_Repaired_1934.png
The Pentagon,https://en.wikipedia.org/wiki/The_Pentagon,"The Pentagon is the headquarters of the United States Department of Defense, located in Arlington County, Virginia, across the Potomac River from Washington, D.C. As a symbol of the U.S. military, The Pentagon is often used metonymically to refer to the U.S. Department of Defense.
The Pentagon was designed by American architect George Bergstrom (1876–1955), and built by general contractor John McShain of Philadelphia. Ground was broken for construction on September 11, 1941, and the building was dedicated on January 15, 1943. General Brehon Somervell provided the major motivating power behind the project; Colonel Leslie Groves was responsible for overseeing the project for the U.S. Army.
The Pentagon is the world's largest office building, with about 6,500,000 sq ft (600,000 m2), of which 3,700,000 sq ft (340,000 m2) are used as offices. Approximately 23,000 military and civilian employees and about 3,000 non-defense support personnel work in the Pentagon. It has five sides, five floors above ground, two basement levels, and five ring corridors per floor with a total of 17.5 mi (28.2 km) of corridors. The Pentagon includes a five-acre (20,000 m2) central plaza, which is shaped like a pentagon and informally known as ""ground zero,"" a nickname originating during the Cold War on the presumption that it would be targeted by the Soviet Union at the outbreak of nuclear war.
On September 11, 2001, exactly 60 years after the building's construction began, American Airlines Flight 77 was hijacked and flown into the western side of the building, killing 189 people (59 victims and the five perpetrators on board the airliner, as well as 125 victims in the building), according to the official report. It was the first significant foreign attack on Washington's governmental facilities since the city was burned by the British during the War of 1812.",https://upload.wikimedia.org/wikipedia/commons/f/f9/Building_and_ship_comparison_to_the_Pentagon2.svg
Beverly Hills,"https://en.wikipedia.org/wiki/Beverly_Hills,_California","Beverly Hills is an affluent city in Los Angeles County, California, United States, surrounded by the cities of Los Angeles and West Hollywood.
Sometimes referred to as ""90210,"" one of its primary ZIP codes, it is home to many celebrities and known internationally for its luxury hotels and Rodeo Drive shopping district.
Originally a Spanish ranch where lima beans were grown, Beverly Hills was incorporated in 1914 by a group of investors who had failed to find oil, but found water instead and eventually decided to develop it into a town. By 2013, its population had grown to 34,658.",https://upload.wikimedia.org/wikipedia/commons/f/f5/Beverly-Hills-TF.jpg
Kodiak Island,https://en.wikipedia.org/wiki/Kodiak_Island,"Kodiak Island (Alutiiq: Qikertaq, Russian: Кадьякъ) is a large island on the south coast of the U.S. state of Alaska, separated from the Alaska mainland by the Shelikof Strait. The largest island in the Kodiak Archipelago, Kodiak Island is the second largest island in the United States and the 80th largest island in the world, with an area of 9,311.24 km2 (3,595.09 sq mi), slightly larger than Cyprus. It is 160 km (99 miles) long and in width ranges from 16 to 97 kilometers (10 to 60 mi). Kodiak Island is the namesake for Kodiak Seamount, which lies off the coast at the Aleutian Trench. The largest community on the island is the city of Kodiak, Alaska.
Kodiak Island is mountainous and heavily forested in the north and east, but fairly treeless in the south. The island has many deep, ice-free bays that provide sheltered anchorages for boats. The southwestern two-thirds of the island, like much of the Kodiak Archipelago, is part of Kodiak National Wildlife Refuge.
Kodiak Island is part of the Kodiak Island Borough and Kodiak Archipelago of Alaska. The town of Kodiak is one of seven communities on Kodiak Island and is the island's main city. All commercial transportation between the island and the outside world goes through this city either via ferryboat or airline. Other settlements include the villages of Akhiok, Old Harbor, Karluk, Larsen Bay, Port Lions, and an unorganized community near Cape Chiniak. The village of Ouzinkie on nearby Spruce Island is also part of the island community. Kodiak is also home to the largest U.S. Coast Guard base, which includes Coast Guard Base Kodiak, Coast Guard Air Station Kodiak, Communications Station Kodiak, and Aids to Navigation Station Kodiak. The island is also home to the Pacific Spaceport Complex.
The Kodiak bear and the king crab are native to the island. The fishing industry is the most important economic activity on the island; fisheries include Pacific salmon, Pacific halibut, and crab. The Karluk River is famous for its salmon run. Logging, ranching, numerous canneries, and some copper mining are also prevalent.
An antenna farm at the summit of Pillar Mountain above the city of Kodiak provides primary communications to and from the island.",https://upload.wikimedia.org/wikipedia/commons/8/87/Kodiak%2C_1805.jpg
The fault San Andres,https://en.wikipedia.org/wiki/San_Andreas_Fault,"The San Andreas Fault is a continental transform fault that extends roughly 1,200 kilometers (750 mi) through California. It forms the tectonic boundary between the Pacific Plate and the North American Plate, and its motion is right-lateral strike-slip (horizontal). The fault divides into three segments, each with different characteristics and a different degree of earthquake risk. The slip rate along the fault ranges from 20 to 35 mm (0.79 to 1.38 in)/yr.
The fault was identified in 1895 by Professor Andrew Lawson of UC Berkeley, who discovered the northern zone. It is often described as having been named after San Andreas Lake, a small body of water that was formed in a valley between the two plates. However, according to some of his reports from 1895 and 1908, Lawson actually named it after the surrounding San Andreas Valley. Following the 1906 San Francisco earthquake, Lawson concluded that the fault extended all the way into southern California.
In 1953, geologist Thomas Dibblee concluded that hundreds of miles of lateral movement could occur along the fault. A project called the San Andreas Fault Observatory at Depth (SAFOD) near Parkfield, Monterey County, was drilled through the fault during 2004 - 2007 to collect material and make physical and chemical observations to better understand fault behavior .",https://upload.wikimedia.org/wikipedia/commons/f/fb/Aerial-SanAndreas-CarrizoPlain.jpg
The White House,https://en.wikipedia.org/wiki/White_House,"The White House is the official residence and workplace of the President of the United States. It is located at 1600 Pennsylvania Avenue NW in Washington, D.C. and has been the residence of every U.S. President since John Adams in 1800. The term is often used as a metonym for the president and his advisers.
The residence was designed by Irish-born architect James Hoban in the neoclassical style. Construction took place between 1792 and 1800 using Aquia Creek sandstone painted white. When Thomas Jefferson moved into the house in 1801, he (with architect Benjamin Henry Latrobe) added low colonnades on each wing that concealed stables and storage. In 1814, during the War of 1812, the mansion was set ablaze by the British Army in the Burning of Washington, destroying the interior and charring much of the exterior. Reconstruction began almost immediately, and President James Monroe moved into the partially reconstructed Executive Residence in October 1817. Exterior construction continued with the addition of the semi-circular South portico in 1824 and the North portico in 1829.
Because of crowding within the executive mansion itself, President Theodore Roosevelt had all work offices relocated to the newly constructed West Wing in 1901. Eight years later in 1909, President William Howard Taft expanded the West Wing and created the first Oval Office, which was eventually moved as the section was expanded. In the main mansion, the third-floor attic was converted to living quarters in 1927 by augmenting the existing hip roof with long shed dormers. A newly constructed East Wing was used as a reception area for social events; Jefferson's colonnades connected the new wings. East Wing alterations were completed in 1946, creating additional office space. By 1948, the residence's load-bearing exterior walls and internal wood beams were found to be close to failure. Under Harry S. Truman, the interior rooms were completely dismantled and a new internal load-bearing steel frame constructed inside the walls. Once this work was completed, the interior rooms were rebuilt.
The modern-day White House complex includes the Executive Residence, West Wing, East Wing, the Eisenhower Executive Office Building—the former State Department, which now houses offices for the President's staff and the Vice President—and Blair House, a guest residence. The Executive Residence is made up of six stories—the Ground Floor, State Floor, Second Floor, and Third Floor, as well as a two-story basement. The property is a National Heritage Site owned by the National Park Service and is part of the President's Park. In 2007, it was ranked second on the American Institute of Architects list of ""America's Favorite Architecture"".",https://upload.wikimedia.org/wikipedia/commons/b/b6/1122-WAS-The_White_House.JPG
The Statue of Liberty,https://en.wikipedia.org/wiki/Statue_of_Liberty,"The Statue of Liberty (Liberty Enlightening the World; French: La Liberté éclairant le monde) is a colossal neoclassical sculpture on Liberty Island in New York Harbor in New York City, in the United States. The copper statue, a gift from the people of France to the people of the United States, was designed by French sculptor Frédéric Auguste Bartholdi and built by Gustave Eiffel. The statue was dedicated on October 28, 1886.
The Statue of Liberty is a figure of a robed woman representing Libertas, a Roman liberty goddess. She holds a torch above her head with her right hand, and in her left hand carries a tabula ansata inscribed in Roman numerals with ""JULY IV MDCCLXXVI"" (July 4, 1776), the date of the U.S. Declaration of Independence. A broken chain lies at her feet. The statue became an icon of freedom and of the United States, and was a welcoming sight to immigrants arriving from abroad.
Bartholdi was inspired by a French law professor and politician, Édouard René de Laboulaye, who is said to have commented in 1865 that any monument raised to U.S. independence would properly be a joint project of the French and U.S. peoples. Because of the post-war instability in France, work on the statue did not commence until the early 1870s. In 1875, Laboulaye proposed that the French finance the statue and the U.S. provide the site and build the pedestal. Bartholdi completed the head and the torch-bearing arm before the statue was fully designed, and these pieces were exhibited for publicity at international expositions.
The torch-bearing arm was displayed at the Centennial Exposition in Philadelphia in 1876, and in Madison Square Park in Manhattan from 1876 to 1882. Fundraising proved difficult, especially for the Americans, and by 1885 work on the pedestal was threatened by lack of funds. Publisher Joseph Pulitzer, of the New York World, started a drive for donations to finish the project and attracted more than 120,000 contributors, most of whom gave less than a dollar. The statue was built in France, shipped overseas in crates, and assembled on the completed pedestal on what was then called Bedloe's Island. The statue's completion was marked by New York's first ticker-tape parade and a dedication ceremony presided over by President Grover Cleveland.
The statue was administered by the United States Lighthouse Board until 1901 and then by the Department of War; since 1933 it has been maintained by the National Park Service. Public access to the balcony around the torch has been barred for safety since 1916.",https://upload.wikimedia.org/wikipedia/commons/0/04/2014-09-15_16-14-55_lion-belfort.jpg
Carnegie Hall,https://en.wikipedia.org/wiki/Carnegie_Hall,"Carnegie Hall ( but more commonly ) is a concert venue in Midtown Manhattan in New York City, United States, located at 881 Seventh Avenue, occupying the east side of Seventh Avenue between West 56th Street and West 57th Street, two blocks south of Central Park.
Designed by architect William Burnet Tuthill and built by philanthropist Andrew Carnegie in 1891, it is one of the most prestigious venues in the world for both classical music and popular music. Carnegie Hall has its own artistic programming, development, and marketing departments, and presents about 250 performances each season. It is also rented out to performing groups. The hall has not had a resident company since 1962, when the New York Philharmonic moved to Lincoln Center's Philharmonic Hall (renamed Avery Fisher Hall in 1973 and David Geffen Hall in 2015).
Carnegie Hall has 3,671 seats, divided among its three auditoriums.",https://upload.wikimedia.org/wikipedia/commons/0/09/Carnegie-hall-isaac-stern.jpg
La Yola Beach,https://en.wikipedia.org/wiki/Wexford,"Wexford (Irish: Loch Garman; Yola: Weiseforth) is the county town of County Wexford, Ireland. Wexford lies on the south side of Wexford Harbour, the estuary of the River Slaney near the southeastern corner of the island of Ireland. The town is linked to Dublin by the M11/N11 National Primary Route; and to Rosslare Europort, Cork and Waterford by the N25. The national rail network connects it to Dublin and Rosslare Europort. It had a population of 20,188 according to the 2016 census.",https://upload.wikimedia.org/wikipedia/commons/b/b3/Curracloe_Beach_II_2012_10_01.jpg
American Museum of Natural Sciences,https://en.wikipedia.org/wiki/American_Museum_of_Natural_History,"The American Museum of Natural History (abbreviated as AMNH), located on the Upper West Side of Manhattan, New York City, is one of the largest museums in the world. Located in Theodore Roosevelt Park across the street from Central Park, the museum complex comprises 28 interconnected buildings housing 45 permanent exhibition halls, in addition to a planetarium and a library. The museum collections contain over 33 million specimens of plants, animals, fossils, minerals, rocks, meteorites, human remains, and human cultural artifacts, of which only a small fraction can be displayed at any given time, and occupies more than 2 million square feet (0.19×10^6 m2). The museum has a full-time scientific staff of 225, sponsors over 120 special field expeditions each year, and averages about five million visits annually.
The one mission statement of the American Museum of Natural History is: ""To discover, interpret, and disseminate—through scientific research and education—knowledge about human cultures, the natural world, and the universe.""",https://upload.wikimedia.org/wikipedia/commons/4/48/AMNH_S_flowerbed_jeh.jpg
Elis Island,https://en.wikipedia.org/wiki/Ellis_Island,"Ellis Island, in Upper New York Bay, was the gateway for over 12 million immigrants to the U.S. as the United States' busiest immigrant inspection station for over 60 years from 1892 until 1954. Ellis Island was opened January 1, 1892. The island was greatly expanded with land reclamation between 1892 and 1934. Before that, the much smaller original island was the site of Fort Gibson and later a naval magazine. The island was made part of the Statue of Liberty National Monument in 1965 and has hosted a museum of immigration since 1990.
It was long considered part of New York, but a 1998 United States Supreme Court decision found that most of the island is in New Jersey. The south side of the island, home to the Ellis Island Immigrant Hospital, is closed to the general public and the object of restoration efforts spearheaded by Save Ellis Island.",https://upload.wikimedia.org/wikipedia/commons/b/b0/%28King1893NYC%29_pg087_ELLIS-ISLAND_IMMIGRANT_STATION.jpg
Hoover Dam Lake,https://en.wikipedia.org/wiki/Hoover_Dam,"Hoover Dam is a concrete arch-gravity dam in the Black Canyon of the Colorado River, on the border between the U.S. states of Nevada and Arizona. It was constructed between 1931 and 1936 during the Great Depression and was dedicated on September 30, 1935, by President Franklin D. Roosevelt. Its construction was the result of a massive effort involving thousands of workers, and cost over one hundred lives. Originally known as Boulder Dam from 1933, it was officially renamed Hoover Dam, for President Herbert Hoover, by a joint resolution of Congress in 1947.
Since about 1900, the Black Canyon and nearby Boulder Canyon had been investigated for their potential to support a dam that would control floods, provide irrigation water and produce hydroelectric power. In 1928, Congress authorized the project. The winning bid to build the dam was submitted by a consortium called Six Companies, Inc., which began construction on the dam in early 1931. Such a large concrete structure had never been built before, and some of the techniques were unproven. The torrid summer weather and lack of facilities near the site also presented difficulties. Nevertheless, Six Companies turned over the dam to the federal government on March 1, 1936, more than two years ahead of schedule.
Hoover Dam impounds Lake Mead, the largest reservoir in the United States by volume (when it is full). The dam is located near Boulder City, Nevada, a municipality originally constructed for workers on the construction project, about 30 mi (48 km) southeast of Las Vegas, Nevada. The dam's generators provide power for public and private utilities in Nevada, Arizona, and California. Hoover Dam is a major tourist attraction; nearly a million people tour the dam each year. The heavily traveled U.S. Route 93 (US 93) ran along the dam's crest until October 2010, when the Hoover Dam Bypass opened.",https://upload.wikimedia.org/wikipedia/commons/5/56/%22Apache_Indians_employed_as_high-scalers_on_the_construction_of_Hoover_Dam.%22_-_NARA_-_293746.tif
Graceland Mansion,https://en.wikipedia.org/wiki/Graceland,"Graceland is a mansion on a 13.8-acre (5.6 ha) estate in Memphis, Tennessee, United States, that was owned by Elvis Presley. It is located at 3764 Elvis Presley Boulevard in the vast Whitehaven community, about 9 miles (14.5 km) from Downtown and less than four miles (6 km) north of the Mississippi border. It currently serves as a museum. It was opened to the public on June 7, 1982. The site was listed in the National Register of Historic Places on November 7, 1991, and declared a National Historic Landmark on March 27, 2006. Graceland is the second most-visited house in America with over 650,000 visitors a year; second only to the White House.",https://upload.wikimedia.org/wikipedia/commons/0/03/Designation_of_Graceland_Mansion_as_a_National_Historic_Landmark_2006.jpg
Hollywood,https://en.wikipedia.org/wiki/Hollywood,"Hollywood ( HOL-ee-wuud) is a neighborhood in the central region of Los Angeles, California. This densely populated neighborhood is notable as the home of the U.S. film industry, including several of its historic studios, and its name has come to be a shorthand reference for the industry and the people associated with it.
Hollywood was a small community in 1870 and was incorporated as a municipality in 1903. It was consolidated with the city of Los Angeles in 1910, and soon thereafter a prominent film industry emerged, eventually becoming the most recognizable film industry in the world.",https://upload.wikimedia.org/wikipedia/commons/e/ee/Advertisement_for_Hollywood%2C_California%2C_land_sales%2C_1908.png
The Flat Iron,https://en.wikipedia.org/wiki/Flat_iron_steak,"Flat iron steak (US), butlers' steak (UK), or oyster blade steak (Australia and New Zealand) is a cut of steak cut with the grain from the shoulder of the animal. This produces a flavorful cut that is a bit tough because it contains a gristly fascia membrane unless removed. Some restaurants offer it on their menu, often at lower price than the more popular rib-eye and strip steaks of the same grade. This is used, in some places, as a means of selling a less expensive cut from the same animal, for example Kobe beef.",https://upload.wikimedia.org/wikipedia/commons/7/7e/BeefCutChuck.png
St Patrick Cathedral,"https://en.wikipedia.org/wiki/St_Patrick%27s_Cathedral,_Dublin","Saint Patrick's Cathedral (Irish: Ard-Eaglais Naomh Pádraig) in Dublin, Ireland, founded in 1191, is the National Cathedral of the Church of Ireland. With its 43-metre (141 ft) spire, St. Patrick's is the tallest church (not Cathedral) in Ireland and the largest. Christ Church Cathedral, also a Church of Ireland cathedral in Dublin, is designated as the local Cathedral of the diocese of Dublin and Glendalough.",https://upload.wikimedia.org/wikipedia/commons/6/68/Canterbury_cathedral.jpg
Atlantic City,"https://en.wikipedia.org/wiki/Atlantic_City,_New_Jersey","Atlantic City is a resort city in Atlantic County, New Jersey, United States, known for its casinos, boardwalk, and beaches. In 2010, it had a population of 39,558. The city was incorporated on May 1, 1854, from portions of Egg Harbor Township and Galloway Township. It borders Absecon, Brigantine, Pleasantville, Ventnor City, West Atlantic City, and the Atlantic Ocean.
Atlantic City inspired the U.S. version of the board game Monopoly, especially the street names. Since 1921, Atlantic City has been the home of the Miss America pageant. In 1976, New Jersey voters legalized casino gambling in Atlantic City. The first casino opened two years later.",https://upload.wikimedia.org/wikipedia/commons/5/50/20060627_Trump_Taj_Mahal_from_Pacific_Avenue.jpg
Mauna Loa,https://en.wikipedia.org/wiki/Mauna_Loa,"Mauna Loa ( or ; Hawaiian: [ˈmɐwnə ˈlowə]; English: Long Mountain) is one of five volcanoes that form the Island of Hawaii in the U.S. state of Hawaiʻi in the Pacific Ocean. The largest subaerial volcano in both mass and volume, Mauna Loa has historically been considered the largest volcano on Earth, dwarfed only by Tamu Massif. It is an active shield volcano with relatively gentle slopes, with a volume estimated at approximately 18,000 cubic miles (75,000 km3), although its peak is about 120 feet (37 m) lower than that of its neighbor, Mauna Kea. Lava eruptions from Mauna Loa are silica-poor and very fluid, and they tend to be non-explosive.
Mauna Loa has probably been erupting for at least 700,000 years, and may have emerged above sea level about 400,000 years ago. The oldest-known dated rocks are not older than 200,000 years. The volcano's magma comes from the Hawaii hotspot, which has been responsible for the creation of the Hawaiian island chain over tens of millions of years. The slow drift of the Pacific Plate will eventually carry Mauna Loa away from the hotspot within 500,000 to one million years from now, at which point it will become extinct.
Mauna Loa's most recent eruption occurred from March 24 to April 15, 1984. No recent eruptions of the volcano have caused fatalities, but eruptions in 1926 and 1950 destroyed villages, and the city of Hilo is partly built on lava flows from the late 19th century. Because of the potential hazards it poses to population centers, Mauna Loa is part of the Decade Volcanoes program, which encourages studies of the world's most dangerous volcanoes. Mauna Loa has been monitored intensively by the Hawaiian Volcano Observatory since 1912. Observations of the atmosphere are undertaken at the Mauna Loa Observatory, and of the Sun at the Mauna Loa Solar Observatory, both located near the mountain's summit. Hawaii Volcanoes National Park covers the summit and the southeastern flank of the volcano, and also incorporates Kīlauea, a separate volcano.",https://upload.wikimedia.org/wikipedia/commons/6/6e/Aa_channel_flow_from_Mauna_Loa.jpg
